Book,Price,Link
The Science of Mindfulness,$30.41,https://www.audible.com/pd/Understanding-the-Inventions-That-Changed-the-World-Audiobook/1682769984?qid=1692093044&sr=1-3&ref=a_search_c3_lProduct_1_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Sapiens,Free with Plus trial,https://www.audible.com/search?searchAuthor=W.+Bernard+Carlson&ref=a_search_c3_lAuthor_1_3_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
How to Change Your Mind,$14.95,https://www.audible.com/author/The-Great-Courses/B06XPWVHFB?ref=a_search_c3_lAuthor_1_3_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Energy,$30.41,https://www.audible.com/search?searchNarrator=W.+Bernard+Carlson&ref=a_search_c3_lNarrator_1_3_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
What If?,$16.00,https://www.audible.com/pd/The-Science-of-Storytelling-Audiobook/1690585072?qid=1692093044&sr=1-4&ref=a_search_c3_lProduct_1_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Algorithms to Live By,$22.50,https://www.audible.com/pd/The-Science-of-Storytelling-Audiobook/1690585072?qid=1692093044&sr=1-4&ref=a_search_c3_lProduct_1_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
12 Essential Scientific Concepts,$30.41,https://www.audible.com/author/Will-Storr/B0034PDIJI?ref=a_search_c3_lAuthor_1_4_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Unf*ck Your Anger,Free with Plus trial,https://www.audible.com/search?searchNarrator=James+Clamp&ref=a_search_c3_lNarrator_1_4_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Body by Science,$21.29,https://www.audible.com/pd/The-Science-of-Getting-Rich-Audiobook/B002V0TKP8?qid=1692093044&sr=1-5&ref=a_search_c3_lProduct_1_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Getting Rich,Free with Plus trial,https://www.audible.com/pd/The-Science-of-Getting-Rich-Audiobook/B002V0TKP8?qid=1692093044&sr=1-5&ref=a_search_c3_lProduct_1_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Character of Physical Law,$22.61,https://www.audible.com/author/Wallace-D-Wattles/B000APTE70?ref=a_search_c3_lAuthor_1_5_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Pandora&rsquo;s Lab,$30.41,https://www.audible.com/search?searchNarrator=Jim+Roberts&ref=a_search_c3_lNarrator_1_5_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Starry Messenger,Free with Plus trial,https://www.audible.com/pd/Why-We-Sleep-Audiobook/B0752ZQR33?qid=1692093044&sr=1-6&ref=a_search_c3_lProduct_1_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Biology: The Science of Life,$15.20,https://www.audible.com/pd/Why-We-Sleep-Audiobook/B0752ZQR33?qid=1692093044&sr=1-6&ref=a_search_c3_lProduct_1_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Data Science for Business,Free with Plus trial,https://www.audible.com/author/Matthew-Walker/B075SGBD58?ref=a_search_c3_lAuthor_1_6_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Rapid Skill Acquisition (Second Edition),$17.19,https://www.audible.com/search?searchNarrator=Steve+West&ref=a_search_c3_lNarrator_1_6_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Interstellar,Free with Plus trial,https://www.audible.com/pd/Caffeine-Audiobook/B083MVZ91Y?qid=1692093044&sr=1-7&ref=a_search_c3_lProduct_1_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Are We Smart Enough to Know How Smart Animals Are?,$9.95,https://www.audible.com/pd/Caffeine-Audiobook/B083MVZ91Y?qid=1692093044&sr=1-7&ref=a_search_c3_lProduct_1_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Philosophy of Science,Free with Plus trial,https://www.audible.com/author/Michael-Pollan/B000AQ74HQ?ref=a_search_c3_lAuthor_1_7_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Evolve Your Brain,$18.24,https://www.audible.com/search?searchNarrator=Michael+Pollan&ref=a_search_c3_lNarrator_1_7_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Braiding Sweetgrass,Free with Plus trial,https://www.audible.com/pd/A-Short-History-of-Nearly-Everything-Audiobook/B002V0KFPW?qid=1692093044&sr=1-8&ref=a_search_c3_lProduct_1_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Whole,$18.24,https://www.audible.com/pd/A-Short-History-of-Nearly-Everything-Audiobook/B002V0KFPW?qid=1692093044&sr=1-8&ref=a_search_c3_lProduct_1_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The History of Science: 1700-1900,Free with Plus trial,https://www.audible.com/author/Bill-Bryson/B000APXTVM?ref=a_search_c3_lAuthor_1_8_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Meaning of it All,$14.99,https://www.audible.com/search?searchNarrator=Richard+Matthews&ref=a_search_c3_lNarrator_1_8_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"The Science Fiction Hall of Fame, Vol. 1, 1929-1964",$52.16,https://www.audible.com/pd/The-Theory-of-Everything-The-Quest-to-Explain-All-Reality-Audiobook/1629976083?qid=1692093044&sr=1-9&ref=a_search_c3_lProduct_1_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Atomic Adventures,$43.49,https://www.audible.com/pd/The-Theory-of-Everything-The-Quest-to-Explain-All-Reality-Audiobook/1629976083?qid=1692093044&sr=1-9&ref=a_search_c3_lProduct_1_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Theory of Everything,Free with Plus trial,https://www.audible.com/search?searchAuthor=Don+Lincoln&ref=a_search_c3_lAuthor_1_9_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"I Know What to Do, So Why Don't I Do It?",$14.95,https://www.audible.com/author/The-Great-Courses/B06XPWVHFB?ref=a_search_c3_lAuthor_1_9_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Success,$21.31,https://www.audible.com/search?searchNarrator=Don+Lincoln&ref=a_search_c3_lNarrator_1_9_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Almost Human,Free with Plus trial,https://www.audible.com/pd/Breath-Audiobook/0593211510?qid=1692093044&sr=1-10&ref=a_search_c3_lProduct_1_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
H.G. Wells: The Science Fiction Collection,$21.29,https://www.audible.com/pd/Breath-Audiobook/0593211510?qid=1692093044&sr=1-10&ref=a_search_c3_lProduct_1_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Jackson,Free with Plus trial,https://www.audible.com/author/James-Nestor/B00J1RO5MM?ref=a_search_c3_lAuthor_1_10_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Great Classic Science Fiction,$36.50,https://www.audible.com/search?searchNarrator=James+Nestor&ref=a_search_c3_lNarrator_1_10_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Unified Modeling Language (UML) For the IT Business Analyst,Free with Plus trial,https://www.audible.com/pd/The-Science-of-Mindfulness-Audiobook/B00MEQRUG0?qid=1692093044&sr=1-11&ref=a_search_c3_lProduct_1_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science and Technology of Growing Young,$30.44,https://www.audible.com/pd/The-Science-of-Mindfulness-Audiobook/B00MEQRUG0?qid=1692093044&sr=1-11&ref=a_search_c3_lProduct_1_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Demon-Haunted World,Free with Plus trial,https://www.audible.com/author/Ronald-D-Siegel/B001H6P2Y0?ref=a_search_c3_lAuthor_1_11_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Joy of Science,$30.44,https://www.audible.com/author/The-Great-Courses/B06XPWVHFB?ref=a_search_c3_lAuthor_1_11_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Science, Being, &amp; Becoming",Free with Plus trial,https://www.audible.com/search?searchNarrator=Ronald+Siegel&ref=a_search_c3_lNarrator_1_11_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
What If? 2,$18.24,https://www.audible.com/series/The-Great-Courses-Better-Living-Audiobooks/B00DLM6DD2?ref=a_search_c3_lSeries_1_11_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Redefining Reality,Free with Plus trial,https://www.audible.com/pd/Sapiens-Audiobook/B0741G911Q?qid=1692093044&sr=1-12&ref=a_search_c3_lProduct_1_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Quantum,$36.50,https://www.audible.com/pd/Sapiens-Audiobook/B0741G911Q?qid=1692093044&sr=1-12&ref=a_search_c3_lProduct_1_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Vax-Unvax,$12.15,https://www.audible.com/author/Yuval-Noah-Harari/B00J21BCIW?ref=a_search_c3_lAuthor_1_12_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Surprising Science of Meetings,Free with Plus trial,https://www.audible.com/search?searchNarrator=Derek+Perkins&ref=a_search_c3_lNarrator_1_12_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Iron Flame,$27.37,https://www.audible.com/series/Sapiens-Audiobooks/B06XKB32L9?ref=a_search_c3_lSeries_1_12_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Psychopath Test,$21.29,https://www.audible.com/pd/How-to-Change-Your-Mind-Audiobook/B07B1J873J?qid=1692093044&sr=1-13&ref=a_search_c3_lProduct_1_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Death Wave,Free with Plus trial,https://www.audible.com/pd/How-to-Change-Your-Mind-Audiobook/B07B1J873J?qid=1692093044&sr=1-13&ref=a_search_c3_lProduct_1_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Vainglorious,$17.36,https://www.audible.com/author/Michael-Pollan/B000AQ74HQ?ref=a_search_c3_lAuthor_1_13_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Psychology and Social Science Book,Free with Plus trial,https://www.audible.com/search?searchNarrator=Michael+Pollan&ref=a_search_c3_lNarrator_1_13_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Love,$52.15,https://www.audible.com/pd/The-Science-of-Energy-Audiobook/B01BVPXR7K?qid=1692093044&sr=1-14&ref=a_search_c3_lProduct_1_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Sci-Fi,$20.99,https://www.audible.com/pd/The-Science-of-Energy-Audiobook/B01BVPXR7K?qid=1692093044&sr=1-14&ref=a_search_c3_lProduct_1_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Astrophysics for People in a Hurry,$15.19,https://www.audible.com/pd/Astrophysics-for-People-in-a-Hurry-Audiobook/B06X9MXN32?qid=1692093044&sr=1-1&ref=a_search_c3_lProduct_1_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Evidence for Modern Physics,$33.90,https://www.audible.com/pd/Astrophysics-for-People-in-a-Hurry-Audiobook/B06X9MXN32?qid=1692093044&sr=1-1&ref=a_search_c3_lProduct_1_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Understanding the Inventions That Changed the World,$36.50,https://www.audible.com/author/Neil-deGrasse-Tyson/B00NSCELKC?ref=a_search_c3_lAuthor_1_1_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Storytelling,Free with Plus trial,https://www.audible.com/search?searchNarrator=Neil+deGrasse+Tyson&ref=a_search_c3_lNarrator_1_1_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Getting Rich,$30.44,https://www.audible.com/pd/The-Evidence-for-Modern-Physics-Audiobook/1644650851?qid=1692093044&sr=1-2&ref=a_search_c3_lProduct_1_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Why We Sleep,$8.65,https://www.audible.com/pd/The-Evidence-for-Modern-Physics-Audiobook/1644650851?qid=1692093044&sr=1-2&ref=a_search_c3_lProduct_1_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Caffeine,$16.72,https://www.audible.com/search?searchAuthor=Professor+Don+Lincoln&ref=a_search_c3_lAuthor_1_2_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Short History of Nearly Everything,$8.95,https://www.audible.com/author/The-Great-Courses/B06XPWVHFB?ref=a_search_c3_lAuthor_1_2_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Theory of Everything: The Quest to Explain All Reality,Free with Plus trial,https://www.audible.com/search?searchNarrator=Professor+Don+Lincoln&ref=a_search_c3_lNarrator_1_2_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Breath,$22.92,https://www.audible.com/pd/Understanding-the-Inventions-That-Changed-the-World-Audiobook/1682769984?qid=1692093044&sr=1-3&ref=a_search_c3_lProduct_1_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Mindfulness,$30.41,https://www.audible.com/pd/Understanding-the-Inventions-That-Changed-the-World-Audiobook/1682769984?qid=1692093044&sr=1-3&ref=a_search_c3_lProduct_1_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Sapiens,Free with Plus trial,https://www.audible.com/search?searchAuthor=W.+Bernard+Carlson&ref=a_search_c3_lAuthor_1_3_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
How to Change Your Mind,$14.95,https://www.audible.com/author/The-Great-Courses/B06XPWVHFB?ref=a_search_c3_lAuthor_1_3_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Energy,$30.41,https://www.audible.com/search?searchNarrator=W.+Bernard+Carlson&ref=a_search_c3_lNarrator_1_3_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
What If?,$16.00,https://www.audible.com/pd/The-Science-of-Storytelling-Audiobook/1690585072?qid=1692093044&sr=1-4&ref=a_search_c3_lProduct_1_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Algorithms to Live By,$22.50,https://www.audible.com/pd/The-Science-of-Storytelling-Audiobook/1690585072?qid=1692093044&sr=1-4&ref=a_search_c3_lProduct_1_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
12 Essential Scientific Concepts,$30.41,https://www.audible.com/author/Will-Storr/B0034PDIJI?ref=a_search_c3_lAuthor_1_4_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Unf*ck Your Anger,Free with Plus trial,https://www.audible.com/search?searchNarrator=James+Clamp&ref=a_search_c3_lNarrator_1_4_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Body by Science,$21.29,https://www.audible.com/pd/The-Science-of-Getting-Rich-Audiobook/B002V0TKP8?qid=1692093044&sr=1-5&ref=a_search_c3_lProduct_1_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Science of Getting Rich,Free with Plus trial,https://www.audible.com/pd/The-Science-of-Getting-Rich-Audiobook/B002V0TKP8?qid=1692093044&sr=1-5&ref=a_search_c3_lProduct_1_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Character of Physical Law,$22.61,https://www.audible.com/author/Wallace-D-Wattles/B000APTE70?ref=a_search_c3_lAuthor_1_5_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZR49M1NN0X3QNM11KGT6&pageLoadId=sLD6cf2frpA6SCOn&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
